date,w1,w2,w3,soildepth_1,soildepth_2,soildepth_3,wwp1,wwp2,wwp3,wfc1,wfc2,wfc3,Tavg,hurs,Rsds,Rsdl
1989-12-22,0.013102049008011818,0.35531800985336304,0.01295303925871849,0.05000000074505806,0.23929980397224426,1.166663646697998,0.006940166465938091,0.18821223080158234,0.007296188734471798,0.01926393248140812,0.5224237442016602,0.01860988885164261,20.640161132812523,58.721858978271484,15.380498583984373,29.076334277343747
1989-12-23,0.012585824355483055,0.35445523262023926,0.012155590578913689,0.05000000074505806,0.23929980397224426,1.166663646697998,0.006940166465938091,0.18821223080158234,0.007296188734471798,0.01926393248140812,0.5224237442016602,0.01860988885164261,19.923730468750023,60.23932647705078,16.948709472656247,27.380383593749997
1989-12-24,0.012128959409892559,0.3535877466201782,0.01141753327101469,0.05000000074505806,0.23929980397224426,1.166663646697998,0.006940166465938091,0.18821223080158234,0.007296188734471798,0.01926393248140812,0.5224237442016602,0.01860988885164261,19.997308349609398,54.538204193115234,17.82513896484375,26.830756933593747
1989-12-25,0.011654543690383434,0.35262760519981384,0.010606599971652031,0.05000000074505806,0.23929980397224426,1.166663646697998,0.006940166465938091,0.18821223080158234,0.007296188734471798,0.01926393248140812,0.5224237442016602,0.01860988885164261,19.567773437500023,48.529972076416016,17.702850585937497,26.0994392578125
1989-12-26,0.011126420460641384,0.351540744304657,0.009665177203714848,0.05000000074505806,0.23929980397224426,1.166663646697998,0.006940166465938091,0.18821223080158234,0.007296188734471798,0.01926393248140812,0.5224237442016602,0.01860988885164261,18.527947998046898,45.37424850463867,17.582982714843748,25.148490820312496
1989-12-27,0.01071196235716343,0.389693021774292,0.01446581818163395,0.05000000074505806,0.23929980397224426,1.166663646697998,0.006940166465938091,0.18821223080158234,0.007296188734471798,0.01926393248140812,0.5224237442016602,0.01860988885164261,19.590417480468773,51.409053802490234,17.350756347656247,27.21450234375
1989-12-28,0.011411527171730995,0.4496701657772064,0.01742348074913025,0.05000000074505806,0.23929980397224426,1.166663646697998,0.006940166465938091,0.18821223080158234,0.007296188734471798,0.01926393248140812,0.5224237442016602,0.01860988885164261,20.328637695312523,62.59882736206055,17.99714399414062,27.529964648437495
1989-12-29,0.015171942301094532,0.5040234923362732,0.016274606809020042,0.05000000074505806,0.23929980397224426,1.166663646697998,0.006940166465938091,0.18821223080158234,0.007296188734471798,0.01926393248140812,0.5224237442016602,0.01860988885164261,20.758996582031273,65.46022033691406,17.402148632812498,29.761322167968746
1989-12-30,0.004544999450445175,0.5726337432861328,0.012666531838476658,0.05000000074505806,0.23929980397224426,1.166663646697998,0.006940166465938091,0.18821223080158234,0.007296188734471798,0.01926393248140812,0.5224237442016602,0.01860988885164261,21.036614990234398,68.87101745605469,15.113078613281248,30.588716601562496
1989-12-31,0.014691358432173729,0.585291862487793,0.009631803259253502,0.05000000074505806,0.23929980397224426,1.166663646697998,0.006940166465938091,0.18821223080158234,0.007296188734471798,0.01926393248140812,0.5224237442016602,0.01860988885164261,21.266748046875023,58.119754791259766,17.842319824218748,28.647442968749996
1990-01-01,0.015386363491415977,0.5847781300544739,0.01257085520774126,0.05000000074505806,0.23929980397224426,1.166663646697998,0.006940166465938091,0.18821223080158234,0.007296188734471798,0.01926393248140812,0.5224237442016602,0.01860988885164261,19.857263183593773,56.92512893676758,17.21581962890625,27.606387304687498
1990-01-02,0.014861546456813812,0.5852245688438416,0.010806666687130928,0.05000000074505806,0.23929980397224426,1.166663646697998,0.006940166465938091,0.18821223080158234,0.007296188734471798,0.01926393248140812,0.5224237442016602,0.01860988885164261,19.581506347656273,55.810298919677734,17.727639697265623,26.904028710937496
1990-01-03,0.01486972626298666,0.5852183699607849,0.01083662360906601,0.05000000074505806,0.23929980397224426,1.166663646697998,0.006940166465938091,0.18821223080158234,0.007296188734471798,0.01926393248140812,0.5224237442016602,0.01860988885164261,20.509332275390648,58.90481185913086,17.106154541015623,29.607451171874995
1990-01-04,0.015546377748250961,0.5846169590950012,0.013150518760085106,0.05000000074505806,0.23929980397224426,1.166663646697998,0.006940166465938091,0.18821223080158234,0.007296188734471798,0.01926393248140812,0.5224237442016602,0.01860988885164261,21.929528808593773,57.16910171508789,17.374121630859374,29.919359179687497
1990-01-05,0.015570533461868763,0.5845919847488403,0.013245344161987305,0.05000000074505806,0.23929980397224426,1.166663646697998,0.006940166465938091,0.18821223080158234,0.007296188734471798,0.01926393248140812,0.5224237442016602,0.01860988885164261,22.433465576171898,51.077640533447266,17.562459814453124,29.793255468749997
1990-01-06,0.015606149099767208,0.5845544338226318,0.01338711753487587,0.05000000074505806,0.23929980397224426,1.166663646697998,0.006940166465938091,0.18821223080158234,0.007296188734471798,0.01926393248140812,0.5224237442016602,0.01860988885164261,21.899926757812523,49.2535400390625,18.3433095703125,28.492654394531247
1990-01-07,0.0157230906188488,0.5844242572784424,0.013874721713364124,0.05000000074505806,0.23929980397224426,1.166663646697998,0.006940166465938091,0.18821223080158234,0.007296188734471798,0.01926393248140812,0.5224237442016602,0.01860988885164261,21.452386474609398,41.011268615722656,18.650290869140623,27.288894726562496
1990-01-08,0.01589255779981613,0.5842082500457764,0.01466257032006979,0.05000000074505806,0.23929980397224426,1.166663646697998,0.006940166465938091,0.18821223080158234,0.007296188734471798,0.01926393248140812,0.5224237442016602,0.01860988885164261,21.710931396484398,39.944252014160156,17.835880957031247,27.86110751953125
1990-01-09,0.016026917845010757,0.583995521068573,0.015403671190142632,0.05000000074505806,0.23929980397224426,1.166663646697998,0.006940166465938091,0.18821223080158234,0.007296188734471798,0.01926393248140812,0.5224237442016602,0.01860988885164261,21.888085937500023,38.51261520385742,18.179135595703123,27.947694726562496
1990-01-10,0.01607464626431465,0.5839029550552368,0.015712320804595947,0.05000000074505806,0.23929980397224426,1.166663646697998,0.006940166465938091,0.18821223080158234,0.007296188734471798,0.01926393248140812,0.5224237442016602,0.01860988885164261,21.911859130859398,42.41849899291992,18.529646484374997,27.596330859374998
1990-01-11,0.01585782691836357,0.5842560529708862,0.014490900561213493,0.05000000074505806,0.23929980397224426,1.166663646697998,0.006940166465938091,0.18821223080158234,0.007296188734471798,0.01926393248140812,0.5224237442016602,0.01860988885164261,21.420190429687523,40.52497100830078,18.983652539062497,26.713270019531247
